Sentence,Word
,by
,the
,International
,Criminal
,Court
,for
,alleged
,war
,crimes
,.
Sentence: 306,LRA
,fighters
,are
,accused
,of
,murdering
,thousands
,of
,civilians
,and
,raping
,and
,mutilating
,others
,during
,the
,long
,insurgency
,in
,northern
,Uganda
,.
Sentence: 307,World
,number
,one
,men
,'s
,tennis
,player
,Roger
,Federer
,has
,been
,nearly
,unbeatable
,in
,the
,past
,year
,.
Sentence: 308,But
,his
,warmup
,for
,the
,Australian
,Open
,has
,abruptly
,ended
,with
,a
,rare
,loss
,.
Sentence: 309,The
,Swiss
,star
,was
,upset
,Wednesday
,by
,German
,Tommy
,Haas
,in
,the
,opening
,match
,of
,the
,Kooyong
,Classic
,in
,Melbourne
,.
Sentence: 310,Because
,he
,was
,playing
,in
,exhibition
,tournament
,","
,the
,loss
,will
,not
,count
,on
,his
,Association
,of
,Tennis
,Professionals
,Tour
,record
,.
Sentence: 311,The
,41st
,ranked
,Haas
,fended
,off
,three
,break
,points
,while
,serving
,for
,the
,match
,and
,closed
,a
,3-Jun
,","
,6-Apr
,","
,6-Apr
,win
,with
,an
,ace
,.
Sentence: 312,Federer
,said
,he
,is
,completely
,healthy
,and
,has
,no
,concerns
,that
,the
,ankle
,problem
,that
,curtailed
,his
,last
,season
,would
,flare
,up
,before
,the
,Australian
,Open
,","
,which
,starts
,Monday
,.
Sentence: 313,The
,European
,Space
,Agency
,says
,it
,has
,received
,the
,first
,images
,and
,scientific
,readings
,from
,the
,surface
,of
,Saturn
,'s
,moon
,Titan
,.
Sentence: 314,Officials
,at
,agency
,headquarters
,in
,Germany
,Friday
,say
,information
,taken
,from
,the
,Huygens
,space
,probe
,show
,what
,looks
,like
,drainage
,channels
,on
,the
,moon
,.
Sentence: 315,They
,say
,the
,surface
,has
,canyons
,that
,were
,most
,likely
,caused
,by
,some
,type
,of
,liquid
,.
Sentence: 316,The
,space
,probe
,began
,transmitting
,data
,to
,the
,Cassini
,spacecraft
,while
,landing
,on
,Saturn
,'s
,largest
,moon
,earlier
,Friday
,.
Sentence: 317,Scientists
,say
,the
,information
,from
,Huygens
,-
,operated
,jointly
,by
,the
,American
,","
,European
,and
,Italian
,space
,agencies
,-
,may
,provide
,clues
,about
,how
,primitive
,Earth
,evolved
,into
,a
,life-bearing
,planet
,.
Sentence: 318,Ugandan
,opposition
,leader
,Kizza
,Besigye
,has
,been
,released
,on
,bail
,","
,after
,a
,judge
,ruled
,his
,detention
,by
,the
,military
,was
,illegal
,.
Sentence: 319,Police
,fired
,tear
,gas
,to
,disperse
,hundreds
,of
,Dr.
,Besigye
,'s
,supporters
,who
,took
,to
,the
,streets
,in
,Kampala
,after
,his
,release
,Monday
,.
Sentence: 320,Uganda
,'s
,military
,had
,detained
,Dr.
,Besigye
,since
,November
,","
,when
,he
,returned
,from
,self-imposed
,exile
,to
,run
,against
,President
,Yoweri
,Museveni
,in
,next
,month
,'s
,presidential
,election
,.
Sentence: 321,A
,military
,tribunal
,has
,charged
,Dr.
,Besigye
,with
,terrorism
,and
,possessing
,illegal
,weapons
,.
Sentence: 322,But
,a
,Ugandan
,High
,Court
,Judge
,","
,John
,Bosco
,Katutsi
,","
,said
,his
,detention
,was
,illegal
,because
,the
,High
,Court
,had
,suspended
,the
,military
,trial
,.
Sentence: 323,Dr.
,Besigye
,still
,faces
,rape
,charges
,","
,for
,which
,a
,civilian
,trial
,began
,Monday
,.
Sentence: 324,He
,has
,denied
,all
,the
,charges
,","
,which
,supporters
,say
,were
,trumped
,up
,to
,keep
,him
,from
,running
,for
,president
,.
Sentence: 325,U.S.
,President
,Barack
,Obama
,says
,improvements
,in
,the
,American
,health
,care
,system
,are
,inevitable
,.
Sentence: 326,Mr.
,Obama
,made
,his
,comments
,in
,the
,White
,House
,Rose
,Garden
,Monday
,as
,he
,nominated
,an
,African-American
,woman
,","
,Regina
,Benjamin
,","
,to
,become
,the
,U.S.
,Surgeon
,General
,.
Sentence: 327,The
,president
,said
,""""
,naysayers
,and
,cynics
,""""
,should
,not
,bet
,against
,the
,passage
,of
,health
,insurance
,legislation
,.
Sentence: 328,He
,also
,said
,inaction
,on
,the
,issue
,is
,not
,an
,option
,.
Sentence: 329,Mr.
,Obama
,has
,vowed
,to
,sign
,a
,health
,care
,bill
,into
,law
,this
,year
,.
Sentence: 330,Democrats
,in
,the
,House
,of
,Representatives
,say
,they
,are
,nearly
,ready
,to
,unveil
,their
,health
,care
,reform
,plan
,.
Sentence: 331,Controversy
,over
,extending
,health
,coverage
,to
,uninsured
,Americans
,centers
,on
,how
,to
,pay
,for
,it
,.
Sentence: 332,It
,is
,expected
,to
,cost
,$
,1
,trillion
,over
,10
,years
,.
Sentence: 333,World
,Bank
,member
,nations
,meeting
,in
,Washington
,have
,approved
,a
,debt
,relief
,plan
,for
,17
,African
,and
,Latin
,American
,countries
,that
,could
,total
,$
,37
,billion
,over
,40
,years
,.
Sentence: 334,World
,Bank
,President
,Paul
,Wolfowitz
,said
,two-thirds
,of
,the
,bank
,members
,have
,now
,approved
,the
,plan
,","
,meaning
,the
,bank
,could
,start
,forgiving
,debts
,in
,July
,.
Sentence: 335,The
,move
,follows
,July
,'s
,pledge
,from
,the
,wealthy
,G-8
,countries
,to
,cancel
,the
,debt
,of
,the
,world
,'s
,poorest
,countries
,","
,many
,of
,which
,are
,located
,in
,Africa
,.
Sentence: 336,The
,17
,countries
,now
,eligible
,for
,World
,Bank
,debt
,relief
,are
,Benin
,","
,Bolivia
,","
,Burkina
,Faso
,","
,Ethiopia
,","
,Ghana
,","
,Guyana
,","
,Honduras
,","
,Madagascar
,","
,Mali
,","
,Mozambique
,","
,Nicaragua
,","
,Niger
,","
,Rwanda
,","
,Senegal
,","
,Tanzania
,","
,Uganda
,and
,Zambia
,.
Sentence: 337,Iran
,has
,closed
,government
,offices
,and
,schools
,in
,Tehran
,for
,two
,days
,because
,of
,wind-blown
,dust
,that
,has
,polluted
,the
,capital
,.
Sentence: 338,Government
,authorities
,have
,declared
,Tuesday
,and
,Wednesday
,a
,public
,holiday
,","
,and
,Iranian
,media
,say
,many
,domestic
,airline
,flights
,have
,been
,canceled
,.
Sentence: 339,Medical
,authorities
,are
,advising
,people
,with
,heart
,and
,respiratory
,problems
,to
,stay
,inside
,.
Sentence: 340,Iran
,'s
,Press
,TV
,says
,Tehran
,'s
,Air
,Quality
,Control
,Company
,has
,found
,the
,amount
,of
,potentially
,harmful
,particulate
,in
,the
,air
,has
,reached
,dangerous
,levels
,.
Sentence: 341,The
,dust
,has
,blown
,in
,from
,Saudi
,Arabia
,and
,neighboring
,Iraq
,","
,where
,a
,severe
,sandstorm
,recently
,blanketed
,the
,capital
,","
,Baghdad
,.
Sentence: 342,Sandstorms
,can
,be
,caused
,by
,heavy
,winds
,blowing
,across
,deserts
,","
,or
,across
,land
,that
,has
,lost
,its
,fertile
,top
,soil
,and
,greenery
,.
Sentence: 343,Shortly
,before
,midnight
,a
,suicide
,bomber
,blew
,himself
,up
,in
,a
,crowd
,of
,young
,Israelis
,waiting
,to
,get
,into
,a
,beachfront
,nightclub
,in
,Tel
,Aviv
,.
Sentence: 344,Israeli
,police
,say
,the
,bomber
,was
,spotted
,and
,prevented
,from
,entering
,the
,club
,.
Sentence: 345,They
,say
,if
,he
,had
,gotten
,inside
,the
,carnage
,would
,have
,been
,even
,worse
,.
Sentence: 346,It
,is
,unclear
,who
,was
,behind
,the
,attack
,with
,major
,Palestinian
,militant
,groups
,saying
,they
,had
,nothing
,to
,do
,with
,it
,.
Sentence: 347,A
,statement
,released
,by
,Palestinian
,President
,Mahmoud
,Abbas
,in
,Ramallah
,vowed
,to
,track
,down
,and
,punish
,those
,responsible
,","
,saying
,this
,was
,an
,attempt
,to
,sabotage
,the
,peace
,process
,.
Sentence: 348,The
,bombing
,shatters
,weeks
,of
,calm
,after
,Mr.
,Abbas
,declared
,a
,truce
,during
,a
,summit
,with
,Israeli
,Prime
,Minister
,Ariel
,Sharon
,in
,Egypt
,earlier
,this
,month
,.
Sentence: 349,Indonesian
,officials
,say
,they
,have
,signed
,an
,initial
,agreement
,with
,Russia
,to
,build
,a
,space
,launch
,center
,on
,the
,remote
,island
,of
,Biak
,off
,the
,coast
,of
,Papua
,New
,Guinea
,.
Sentence: 350,An
,Indonesian
,foreign
,ministry
,spokesman
,says
,senior
,officials
,from
,both
,countries
,reached
,the
,preliminary
,agreement
,last
,week
,.
Sentence: 351,They
,say
,the
,island
,is
,well-suited
,for
,the
,project
,because
,of
,its
,proximity
,to
,the
,equator
,","
,which
,makes
,it
,easier
,to
,launch
,satellites
,into
,some
,Earth
,orbits
,.
Sentence: 352,The
,spokesman
,says
,a
,formal
,agreement
,on
,the
,project
,will
,be
,signed
,in
,June
,when
,Indonesian
,President
,Susilo
,Bambang
,Yudhoyono
,is
,scheduled
,to
,visit
,Moscow
,.
Sentence: 353,An
,Algerian
,man
,goes
,on
,trial
,Monday
,in
,France
,for
,terrorist
,attacks
,on
,the
,Paris
,subway
,in
,1995
,.
Sentence: 354,Prosecutors
,say
,Rachid
,Ramda
,helped
,fund
,at
,least
,three
,bombings
,on
,the
,Paris
,metro
,.
Sentence: 355,If
,he
,is
,convicted
,","
,Ramda
,could
,get
,life
,in
,prison
,.
Sentence: 356,The
,38-year-old
,is
,already
,serving
,a
,10-year
,sentence
,in
,France
,after
,he
,was
,convicted
,last
,year
,on
,terrorism
,charges
,.
Sentence: 357,Police
,say
,Ramda
,operated
,from
,London
,where
,investigators
,say
,they
,found
,evidence
,that
,he
,sent
,money
,to
,terrorists
,.
Sentence: 358,He
,is
,accused
,of
,helping
,fund
,attacks
,carried
,out
,by
,an
,Algerian
,militant
,organization
,the
,Armed
,Islamic
,Group
,.
Sentence: 359,British
,police
,arrested
,Ramda
,in
,1995
,.
Sentence: 360,He
,fought
,extradition
,to
,France
,for
,10
,years
,.
Sentence: 361,In
,Monday
,'s
,trial
,","
,Ramda
,is
,facing
,charges
,of
,being
,an
,accomplice
,to
,at
,least
,three
,bombings
,on
,the
,Paris
,subway
,","
,including
,the
,July
,25
,","
,1995
,attack
,that
,killed
,eight
,people
,and
,injured
,more
,than
,150
,.
Sentence: 362,The
,United
,Nations
,says
,Sudanese
,refugees
,have
,begun
,returning
,from
,the
,Central
,African
,Republic
,under
,a
,new
,deal
,between
,the
,countries
,and
,the
,U.N.
,refugee
,agency
,.
Sentence: 363,The
,U.N.
,says
,the
,deal
,","
,which
,was
,signed
,Wednesday
,","
,will
,allow
,some
,"16,000"
,Sudanese
,refugees
,living
,in
,the
,CAR
,to
,voluntarily
,return
,home
,.
Sentence: 364,It
,says
,the
,first
,group
,of
,refugees
,was
,scheduled
,to
,fly
,home
,Thursday
,.
Sentence: 365,Five
,thousand
,refugees
,are
,expected
,to
,return
,to
,Sudan
,by
,April
,.
Sentence: 366,The
,rest
,will
,go
,home
,by
,the
,end
,of
,the
,year
,.
Sentence: 367,The
,deal
,is
,one
,of
,several
,involving
,Sudan
,reached
,this
,week
,by
,the
,refugee
,agency
,and
,Sudan
,'s
,neighbors
,.
Sentence: 368,The
,U.N.
,says
,the
,other
,agreements
,will
,allow
,for
,the
,return
,of
,"13,000"
,Sudanese
,refugees
,living
,in
,the
,Democratic
,Republic
,of
,Congo
,","
,and
,for
,the
,return
,of
,nearly
,"7,000"
,Congolese
,refugees
,currently
,in
,Sudan
,.
Sentence: 369,Police
,in
,Japan
,say
,a
,teacher
,stabbed
,to
,death
,a
,12-year-old
,girl
,Saturday
,in
,the
,country
,'s
,third
,killing
,of
,a
,school
,girl
,in
,less
,than
,three
,weeks
,.
Sentence: 370,Yu
,Hagino
,","
,23
,","
,was
,arrested
,at
,the
,murder
,scene
,","
,a
,school
,in
,the
,western
,city
,of
,Uji
,.
Sentence: 371,Police
,say
,the
,suspect
,confessed
,to
,stabbing
,the
,girl
,with
,a
,knife
,after
,arguing
,with
,her
,.
Sentence: 372,The
,killing
,follows
,the
,recent
,murders
,of
,two
,school
,girls
,in
,the
,space
,of
,just
,over
,a
,week
,.
Sentence: 373,The
,two
,were
,killed
,in
,separate
,incidents
,as
,they
,walked
,home
,alone
,from
,elementary
,school
,along
,deserted
,roads
,.
Sentence: 374,Radical
,Islamic
,cleric
,Omar
,Bakri
,Mohammed
,has
,called
,on
,all
,Muslims
,to
,leave
,Europe
,.
Sentence: 375,In
,an
,interview
,with
,French
,television
,to
,be
,broadcast
,Monday
,","
,Mr.
,Bakri
,says
,Muslims
,will
,one
,day
,return
,to
,Europe
,","
,and
,the
,Islamic
,flag
,will
,fly
,over
,Downing
,Street
,","
,the
,home
,of
,Britain
,'s
,prime
,minister
,.
Sentence: 376,The
,interview
,took
,place
,in
,Beirut
,where
,Mr.
,Bakri
,lives
,after
,the
,British
,government
,stripped
,him
,of
,his
,residency
,in
,its
,campaign
,to
,rein
,in
,radical
,Islamic
,leaders
,.
Sentence: 377,Mr.
,Bakri
,triggered
,British
,outrage
,after
,the
,July
,7
,bombings
,in
,London
,when
,he
,said
,he
,would
,never
,tip
,off
,police
,if
,he
,knew
,a
,Muslim
,was
,about
,to
,carry
,out
,an
,attack
,.
Sentence: 378,In
,the
,France
,3
,interview
,","
,Mr.
,Bakri
,says
,the
,backgrounds
,of
,the
,four
,suicide
,bombers
,in
,the
,London
,attacks
,prove
,the
,message
,of
,al-Qaida
,chief
,Osama
,bin
,Laden
,has
,reached
,moderate
,communities
,.
Sentence: 379,Iran
,'s
,defense
,minister
,has
,denounced
,remarks
,by
,the
,top
,U.S.
,military
,commander
,","
,who
,said
,Washington
,has
,not
,ruled
,out
,the
,use
,of
,force
,against
,Iran
,to
,prevent
,it
,from
,making
,nuclear
,weapons
,.
Sentence: 380,Joint
,Chiefs
,of
,Staff
,Chairman
,Mike
,Mullen
,said
,Sunday
,that
,the
,U.S.
,has
,a
,plan
,to
,strike
,Iran
,.
Sentence: 381,But
,Admiral
,Mullen
,said
,he
,hopes
,the
,military
,option
,is
,not
,needed
,.
Sentence: 382,Iran
,'s
,defense
,minister
,","
,Brigadier
,General
,Ahmad
,Vahidi
,","
,said
,Tuesday
,that
,U.S.
,threats
,to
,attack
,his
,country
,violate
,the
,United
,Nations
,charter
,.
Sentence: 383,He
,warned
,that
,Tehran
,has
,drawn
,up
,defensive
,plans
,that
,would
,make
,its
,enemies
,regret
,any
,attack
,.
Sentence: 384,The
,United
,States
,and
,other
,Western
,countries
,accuse
,Iran
,of
,secretly
,developing
,nuclear
,weapons
,under
,cover
,of
,a
,civilian
,energy
,program
,-
,a
,charge
,Iran
,denies
,.
Sentence: 385,Admiral
,Mullen
,said
,he
,hopes
,the
,combination
,of
,sanctions
,and
,diplomatic
,efforts
,will
,resolve
,the
,dispute
,.
Sentence: 386,Georgia
,'s
,president
,has
,announced
,plans
,for
,his
,country
,to
,get
,emergency
,natural
,gas
,supplies
,from
,Iran
,to
,help
,end
,the
,country
,'s
,shortage
,of
,both
,gas
,and
,electricity
,.
Sentence: 387,President
,Mikhail
,Saakashvili
,told
,cabinet
,members
,Friday
,that
,gas
,from
,Iran
,is
,expected
,to
,begin
,flowing
,into
,Georgia
,beginning
,Sunday
,or
,","
,at
,the
,latest
,","
,Monday
,.
Sentence: 388,Residents
,in
,the
,former
,Soviet
,republic
,have
,been
,enduring
,freezing
,weather
,with
,limited
,supplies
,after
,explosions
,on
,pipelines
,delivering
,Russian
,natural
,gas
,.
Sentence: 389,Russian
,authorities
,deny
,Georgian
,charges
,that
,they
,deliberately
,cut
,supplies
,","
,and
,insist
,the
,pipelines
,were
,sabotaged
,.
Sentence: 390,Repairs
,are
,due
,to
,be
,completed
,by
,Sunday
,.
Sentence: 391,Georgia
,is
,heavily
,dependent
,on
,Russian
,natural
,gas
,.
Sentence: 392,President
,Saakashvili
,says
,the
,agreement
,with
,Iran
,shows
,his
,country
,has
,alternative
,sources
,.
Sentence: 393,Millions
,of
,Georgians
,have
,also
,been
,without
,electricity
,because
,of
,a
,breakdown
,of
,a
,unit
,at
,a
,power
,station
,","
,as
,well
,as
,downed
,power
,lines
,.
Sentence: 394,Peru
,'s
,former
,President
,","
,Alberto
,Fujimori
,","
,has
,told
,authorities
,he
,is
,trying
,to
,form
,a
,political
,alliance
,to
,support
,his
,bid
,to
,run
,in
,next
,April
,'s
,presidential
,election
,.
Sentence: 395,In
,a
,visit
,to
,the
,Peruvian
,consulate
,in
,Tokyo
,Wednesday
,","
,Mr.
,Fujimori
,had
,his
,signature
,validated
,on
,a
,document
,joining
,his
,Si
,Cumple
,party
,with
,two
,other
,political
,parties
,.
Sentence: 396,The
,consulate
,said
,it
,notarized
,his
,signature
,","
,but
,not
,the
,contents
,of
,the
,document
,.
Sentence: 397,The
,disgraced
,ex-president
,and
,son
,of
,Japanese
,parents
,fled
,to
,Japan
,in
,2000
,","
,where
,he
,was
,granted
,citizenship
,.
Sentence: 398,The
,exiled
,president
,is
,wanted
,in
,Peru
,to
,face
,charges
,of
,corruption
,and
,human
,rights
,abuses
,related
,to
,the
,death
,squad
,murders
,of
,25
,people
,.
Sentence: 399,Mr.
,Fujimori
,","
,Peru
,'s
,hard-line
,ruler
,from
,1990
,to
,2000
,","
,has
,denied
,the
,charges
,","
,calling
,them
,politically
,motivated
,.
Sentence: 400,Tokyo
,has
,refused
,requests
,from
,Lima
,for
,his
,extradition
,.
Sentence: 401,The
,British
,Embassy
,in
,Sudan
,'s
,capital
,has
,re-opened
,to
,the
,public
,","
,four
,days
,after
,it
,was
,closed
,because
,of
,a
,possible
,terrorist
,threat
,.
Sentence: 402,The
,embassy
,said
,in
,a
,statement
,Thursday
,that
,""""
,additional
,security
,""""
,has
,allowed
,it
,to
,resume
,normal
,consular
,and
,visa
,services
,.
Sentence: 403,The
,statement
,also
,thanked
,the
,Sudanese
,government
,for
,its
,cooperation
,.
Sentence: 404,Earlier
,this
,week
,","
,the
,government
,said
,it
,had
,broken
,up
,a
,plot
,to
,attack
,several
,Western
,diplomatic
,missions
,in
,the
,capital
,","
,Khartoum
,.
Sentence: 405,The
,state
,news
,agency
,reported
,that
,police
,had
,arrested
,eight
,Sudanese
,men
,and
,confiscated
,arms
,and
,explosives
,.
Sentence: 406,The
,British
,Embassy
,has
,advised
,British
,citizens
,to
,avoid
,travel
,to
,Khartoum
,.
Sentence: 407,Kenyan
,police
,have
,opened
,fire
,at
,hundreds
,of
,people
,demonstrating
,against
,cartoons
,depicting
,the
,Prophet
,Muhammad
,","
,as
,protests
,across
,the
,Muslim
,world
,showed
,no
,signs
,of
,abating
,.
Sentence: 408,At
,least
,one
,Kenyan
,was
,wounded
,Friday
,when
,protesters
,tried
,to
,march
,on
,the
,Danish
,embassy
,in
,Nairobi
,","
,shouting
,anti-Denmark
,slogans
,and
,burning
,Danish
,flags
,.
Sentence: 409,Muslims
,also
,demonstrated
,Friday
,in
,cities
,across
,the
,Middle
,East
,as
,well
,as
,in
,India
,","
,Pakistan
,","
,Afghanistan
,","
,Bangladesh
,","
,Malaysia
,","
,and
,Venezuela
,.
Sentence: 410,In
,France
,","
,a
,Muslim
,organization
,-
,the
,French
,Council
,of
,the
,Muslim
,Faith
,-
,said
,it
,was
,launching
,legal
,action
,against
,French
,newspapers
,that
,published
,the
,cartoons
,","
,one
,of
,which
,depicts
,the
,Prophet
,Muhammad
,wearing
,a
,turban
,shaped
,like
,a
,bomb
,.
Sentence: 411,Malaysian
,Prime
,Minister
,Abdullah
,Ahmad
,Badawi
,told
,an
,international
,conference
,Friday
,the
,Muslim
,world
,and
,the
,West
,must
,stop
,demonizing
,each
,other
,and
,""""
,accept
,one
,another
,as
,equals
,.
,""""
Sentence: 412,The
,death
,toll
,from
,a
,coal
,mining
,accident
,in
,northwestern
,China
,rose
,to
,32
,Wednesday
,after
,searchers
,recovered
,the
,body
,of
,the
,last
,missing
,miner
,.
Sentence: 413,China
,'s
,state-run
,media
,say
,39
,people
,were
,working
,at
,the
,privately-owned
,coal
,mine
,in
,Shaanxi
,province
,on
,Saturday
,when
,a
,gas
,explosion
,occurred
,.
Sentence: 414,Seven
,miners
,managed
,to
,reach
,the
,surface
,","
,but
,the
,others
,were
,trapped
,.
Sentence: 415,The
,Xinhua
,news
,agency
,says
,police
,have
,detained
,the
,owner
,and
,managers
,of
,the
,mine
,","
,but
,provided
,no
,other
,details
,.
Sentence: 416,Chinese
,mines
,are
,among
,the
,most
,dangerous
,in
,the
,world
,.
Sentence: 417,Thousands
,of
,people
,are
,killed
,every
,year
,in
,explosions
,","
,cave-ins
,and
,floods
,","
,despite
,government
,crackdowns
,on
,safety
,violations
,.
Sentence: 418,India
,and
,Pakistan
,plan
,to
,hold
,a
,third
,round
,of
,peace
,talks
,in
,January
,with
,a
,focus
,on
,security
,","
,the
,Kashmir
,issue
,and
,confidence-building
,measures
,between
,the
,nuclear
,rivals
,.
Sentence: 419,The
,two-day
,talks
,will
,begin
,on
,January
,17
,and
,they
,will
,be
,led
,by
,the
,countries
,'
,foreign
,secretaries
,.
Sentence: 420,They
,will
,review
,progress
,made
,so
,far
,and
,also
,chart
,a
,course
,for
,future
,negotiations
,.
Sentence: 421,The
,talks
,will
,be
,under
,a
,peace
,process
,that
,the
,two
,sides
,began
,in
,January
,2004
,.
Sentence: 422,A
,foreign
,office
,spokeswoman
,in
,Islamabad
,also
,said
,that
,the
,two
,sides
,have
,been
,holding
,secret
,talks
,on
,possible
,reduction
,of
,forces
,in
,Kashmir
,and
,a
,Pakistani
,proposal
,of
,self-rule
,in
,Kashmir
,.
Sentence: 423,She
,did
,not
,give
,any
,more
,details
,and
,also
,declined
,to
,reveal
,at
,what
,level
,the
,talks
,are
,being
,held
,.
Sentence: 424,India
,has
,not
,made
,any
,comment
,about
,the
,talks
,.
Sentence: 425,Iraqi
,officials
,say
,at
,least
,two
,people
,were
,killed
,and
,several
,others
,wounded
,in
,a
,car
,bomb
,blast
,in
,central
,Baghdad
,Tuesday
,.
Sentence: 426,Earlier
,reports
,said
,the
,attack
,was
,carried
,out
,by
,a
,suicide
,bomber
,.
Sentence: 427,It
,came
,as
,the
,U.S.
,military
,announced
,it
,had
,rounded
,up
,428
,suspects
,over
,the
,past
,30
,hours
,in
,a
,major
,operation
,against
,insurgents
,in
,a
,western
,suburb
,of
,the
,capital
,.
Sentence: 428,On
,Monday
,","
,dozens
,of
,people
,were
,killed
,and
,scores
,were
,hurt
,in
,a
,series
,of
,car
,bombings
,and
,other
,attacks
,in
,cities
,and
,towns
,across
,Iraq
,.
Sentence: 429,Also
,Monday
,","
,an
,al-Qaida-linked
,group
,claimed
,responsibility
,for
,gunning
,down
,a
,top
,Iraqi
,security
,official
,(
,Wael
,al-Rubaei
,)
,and
,his
,driver
,in
,Baghdad
,.
Sentence: 430,Iran
,'s
,hard-line
,Guardian
,Council
,has
,approved
,a
,bill
,that
,would
,block
,United
,Nations
,inspections
,of
,its
,nuclear
,facilities
,and
,allow
,it
,to
,resume
,uranium
,enrichment
,if
,it
,is
,referred
,to
,the
,U.N.
,Security
,Council
,.
Sentence: 431,State
,media
,report
,Saturday
,that
,the
,12-member
,council
,approved
,the
,measure
,after
,deciding
,it
,does
,not
,contradict
,the
,constitution
,or
,Islamic
,law
,.
Sentence: 432,The
,parliament
,already
,approved
,the
,bill
,last
,month
,.
Sentence: 433,The
,final
,step
,will
,be
,President
,Mahmoud
,Ahmadinejad
,'s
,signature
,.
Sentence: 434,The
,move
,could
,jeopardize
,nuclear
,talks
,with
,Europe
,that
,Iran
,said
,it
,expects
,will
,resume
,within
,weeks
,.
Sentence: 435,Those
,talks
,collapsed
,in
,August
,","
,when
,Tehran
,restarted
,converting
,uranium
,-
,the
,precursor
,of
,enrichment
,.
Sentence: 436,Last
,year
,","
,Tehran
,suspended
,enrichment
,as
,a
,good
,faith
,measure
,to
,allay
,international
,concerns
,it
,is
,secretly
,pursuing
,nuclear
,weapons
,","
,a
,charge
,its
,government
,denies
,.
Sentence: 437,Zambian
,officials
,say
,reports
,that
,President
,Levy
,Mwanawasa
,has
,died
,are
,FALSE
,.
Sentence: 438,Information
,Minister
,Mike
,Mulongoti
,made
,a
,televised
,address
,Thursday
,to
,say
,the
,foreign
,media
,reports
,are
,not
,TRUE
,.
Sentence: 439,He
,said
,President
,Mwanawasa
,remains
,in
,stable
,condition
,in
,a
,Paris
,hospital
,","
,and
,is
,being
,treated
,for
,hypertension
,.
Sentence: 440,Mr.
,Mwanawasa
,was
,flown
,to
,France
,Tuesday
,after
,suffering
,a
,stroke
,Sunday
,while
,in
,Egypt
,for
,an
,African
,Union
,summit
,.
Sentence: 441,The
,summit
,was
,dominated
,by
,the
,political
,crisis
,in
,Zimbabwe
,","
,and
,the
,absence
,of
,Mr.
,Mwanawasa
,","
,a
,critic
,of
,Zimbabwean
,President
,Robert
,Mugabe
,","
,was
,said
,to
,hurt
,attempts
,to
,put
,more
,pressure
,on
,Harare
,.
Sentence: 442,Mr.
,Mwanawasa
,is
,59
,years
,old
,and
,has
,served
,as
,Zambia
,'s
,president
,since
,2002
,.
Sentence: 443,He
,is
,also
,the
,current
,leader
,of
,the
,Southern
,African
,Development
,Community
,.
Sentence: 444,He
,suffered
,a
,mild
,stroke
,two
,years
,ago
,.
Sentence: 445,U.S.
,President
,Barack
,Obama
,has
,named
,Gene
,Sperling
,as
,the
,new
,head
,of
,the
,National
,Economic
,Council
,","
,which
,oversees
,the
,administration
,'s
,economic
,policies
,.
Sentence: 446,Sperling
,had
,the
,same
,job
,in
,President
,Bill
,Clinton
,'s
,administration
,.
Sentence: 447,He
,succeeds
,Lawrence
,Summers
,","
,another
,top
,economic
,official
,from
,the
,Clinton-era
,.
Sentence: 448,Sperling
,has
,spent
,the
,first
,two
,years
,of
,the
,Obama
,administration
,as
,a
,counselor
,to
,Treasury
,Secretary
,Timothy
,Geithner
,.
Sentence: 449,Mr.
,Obama
,made
,the
,announcement
,Friday
,during
,a
,visit
,to
,a
,window
,manufacturer
,located
,outside
,of
,Washington
,","
,D.C.
Sentence: 450,Sperling
,'s
,appointment
,is
,the
,latest
,major
,staff
,change
,for
,the
,Obama
,administration
,as
,it
,begins
,dealing
,with
,a
,new
,Republican
,majority
,in
,the
,House
,of
,Representatives
,","
,and
,planning
,for
,the
,president
,'s
,likely
,re-election
,campaign
,in
,2012
,.
Sentence: 451,On
,Thursday
,","
,Mr.
,Obama
,named
,another
,ex-Clinton
,official
,","
,William
,Daley
,","
,as
,his
,new
,chief
,of
,staff
,","
,replacing
,Rahm
,Emmanuel
,.
Sentence: 452,Authorities
,in
,Bosnia-Herzegovina
,say
,they
,have
,arrested
,a
,former
,Bosnian
,Serb
,police
,officer
,for
,his
,suspected
,role
,in
,the
,1995
,massacre
,of
,Muslims
,near
,the
,eastern
,Bosnian
,town
,of
,Srebrenica
,.
Sentence: 453,The
,state
,prosecutor
,'s
,office
,says
,37-year-old
,Dragan
,Neskovic
,was
,arrested
,Wednesday
,in
,the
,northeastern
,town
,of
,Bijeljina
,on
,suspicion
,of
,genocide
,.
Sentence: 454,No
,further
,details
,were
,released
,.
Sentence: 455,More
,than
,"8,000"
,Muslim
,men
,and
,boys
,were
,killed
,by
,Serb
,forces
,in
,July
,1995
,in
,what
,was
,supposed
,to
,have
,been
,a
,United
,Nations
,safe
,haven
,.
Sentence: 456,The
,Srebrenica
,killings
,are
,considered
,the
,worst
,European
,massacre
,since
,World
,War
,II
,.
Sentence: 457,The
,U.N.
,war
,crimes
,tribunal
,in
,The
,Hague
,has
,already
,sentenced
,14
,Serbs
,for
,their
,key
,roles
,in
,the
,killings
,.
